1880.6,526.9461452558506,526.9461452558506,1.0
1921.2,547.249997715852,547.249997715852,1.0
2005.4,623.4730467309714,623.4730467309714,1.0
2011.0,625.954311431753,625.954311431753,1.0
1779.0,642.3503716819972,642.3503716819972,1.0
1891.6,761.8615622276793,761.8615622276793,1.0
2222.8,477.1320152745988,477.13201527459887,1.0
1739.8,737.1185522017473,737.1185522017473,1.0
1329.8,515.6907600490822,515.6907600490822,1.0
1360.0,465.04193359309005,465.04193359309005,1.0
1331.4,725.4277634609804,725.4277634609804,1.0
1343.2,713.7885961543516,713.7885961543516,1.0
1374.6,1023.1550420146499,1023.1550420146499,1.0
1399.8,1006.5879792646045,1006.5879792646047,1.0
1603.6,477.534333844175,477.534333844175,1.0
1586.6,507.0457967481833,507.0457967481833,1.0
1127.2,806.8155675245737,806.8155675245737,1.0
1204.6,780.0475882918939,780.0475882918939,1.0
1480.6,733.8254833405556,733.8254833405556,1.0
1526.4,714.6001959137711,714.6001959137711,1.0
1233.6,820.8038986262188,820.8038986262188,1.0
1263.6,825.9195118169808,825.9195118169808,1.0
2065.4,755.4414868141674,755.4414868141675,1.0
1990.8,826.2453388673366,826.2453388673366,1.0
1497.8,506.73638116874935,506.7363811687494,1.0
1791.8,602.7664224224836,602.7664224224837,1.0
1451.2,663.2819611598072,663.2819611598072,1.0
1495.0,738.1295279285337,738.1295279285337,1.0
1722.8,975.4935981337858,975.4935981337858,1.0
1439.8,820.7122272757973,820.7122272757973,1.0
1867.8,728.2107936579902,728.2107936579902,1.0
2071.4,700.9726385530323,700.9726385530323,1.0
2371.2,333.91220402974193,333.91220402974193,1.0
2066.0,690.5670134027544,690.5670134027544,1.0
1534.6,1068.6894029604673,1068.689402960467,1.0
1922.4,1103.678322700958,1103.678322700958,1.0
2334.4,934.5062011565252,934.5062011565253,1.0
2060.6,959.3724198662374,959.3724198662374,1.0
1782.8,509.19049480523495,509.19049480523495,1.0
1684.0,607.146440325561,607.146440325561,1.0
1540.0,818.7177779919036,818.7177779919036,1.0
1616.8,775.0203610228572,775.0203610228572,1.0
1519.2,195.98408098618623,195.9840809861862,1.0
1450.0,292.4872646800199,292.4872646800199,1.0
1098.4,620.3971631140813,620.3971631140813,1.0
1072.8,627.7236334566351,627.7236334566352,1.0
1700.2,801.8866254028683,801.8866254028683,1.0
1689.4,813.6364298628719,813.6364298628719,1.0
1221.8,330.5143869788424,330.5143869788424,1.0
1147.8,441.8123583604243,441.8123583604243,1.0
1683.0,680.6082573698324,680.6082573698324,1.0
1681.8,682.8374330688089,682.8374330688088,1.0
1186.0,753.0428938646191,753.0428938646191,1.0
1618.8,804.5049160819342,804.5049160819342,1.0
1925.2,857.4600632099433,857.4600632099433,1.0
1835.0,806.3480638037149,806.3480638037149,1.0
1536.2,608.6366403692765,608.6366403692765,1.0
1655.2,753.2960639748491,753.2960639748491,1.0
1630.0,752.287445063388,752.287445063388,1.0
1169.2,640.1697899776277,640.1697899776277,1.0
1205.0,486.0753028081143,486.0753028081143,1.0
1206.8,483.16183624123295,483.16183624123295,1.0
1631.0,886.8228684466815,886.8228684466815,1.0
1686.6,815.3675490231384,815.3675490231384,1.0
1187.4,466.8813982158638,466.8813982158638,1.0
1428.0,465.7462828622468,465.7462828622468,1.0
1474.8,527.2996870850579,527.2996870850579,1.0
1393.2,483.88444901649814,483.88444901649814,1.0
798.2,401.42715403918555,401.4271540391855,1.0
691.0,238.45251099537617,238.45251099537617,1.0
1520.6,532.3730271153864,532.3730271153864,1.0
1611.6,463.74760376739414,463.74760376739414,1.0
1166.6,353.04877849951555,353.04877849951555,1.0
1172.6,357.49718880013586,357.49718880013586,1.0
1944.6,461.9205992375746,461.9205992375746,1.0
2190.8,459.67658195735834,459.67658195735834,1.0
2117.8,832.1065797119982,832.1065797119982,1.0
1682.4,980.8165169897986,980.8165169897986,1.0
1345.4,609.6932343400244,609.6932343400244,1.0
1591.2,445.84858416282987,445.8485841628299,1.0
1423.6,503.37802892061154,503.37802892061154,1.0
1142.0,630.441115410472,630.441115410472,1.0
1199.0,785.3526596376943,785.3526596376943,1.0
1553.2,705.7272560982749,705.7272560982749,1.0
1595.6,825.9877965200212,825.9877965200212,1.0
1739.2,952.8274555238215,952.8274555238214,1.0
2477.4,220.79094184318342,220.79094184318342,1.0
2430.0,161.2935212586048,161.2935212586048,1.0
1980.8,860.8578047505872,860.8578047505872,1.0
1638.8,895.8232861452084,895.8232861452085,1.0
1202.6,783.2140448178901,783.2140448178901,1.0
1497.8,873.3140099643426,873.3140099643427,1.0
2081.6,637.1981167580457,637.1981167580457,1.0
1864.4,694.2920422992042,694.2920422992042,1.0
1347.4,622.1683373493062,622.1683373493062,1.0
1356.8,621.0553598512777,621.0553598512777,1.0
1373.0,598.8121575252126,598.8121575252126,1.0
1448.4,608.7773320352852,608.7773320352852,1.0
1310.2,690.0134491442902,690.0134491442902,1.0
1126.4,689.6937291290968,689.6937291290968,1.0
1080.4,632.4734302719759,632.473430271976,1.0
1130.2,614.842223663925,614.842223663925,1.0
1510.0,769.3202194145166,769.3202194145166,1.0
1606.2,729.7115594534596,729.7115594534596,1.0
922.0,408.400783544792,408.400783544792,1.0
932.2,422.84105760912104,422.84105760912104,1.0
1400.8,668.2991545707656,668.2991545707656,1.0
1417.4,672.5924769130264,672.5924769130264,1.0
1797.4,817.9116333687888,817.9116333687889,1.0
1989.8,866.2136918797809,866.2136918797809,1.0
1890.2,809.3267325376074,809.3267325376074,1.0
1912.2,829.1929570371423,829.1929570371423,1.0
2107.0,730.403723977363,730.403723977363,1.0
1772.8,765.8724175735799,765.8724175735799,1.0
1809.2,687.3224570752799,687.3224570752799,1.0
2126.2,614.154182595869,614.154182595869,1.0
1337.2,798.780170009246,798.780170009246,1.0
1403.0,907.1211605954301,907.1211605954301,1.0
2336.8,538.3970282235963,538.3970282235963,1.0
